Provinsi,Kabupaten/Kota,Nama Bank,Kode Bank
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Dana Bintan Sejahtera,602075
Provinsi Kep. Riau,Kota Tanjung Pinang,PD. BPR Bestari,602581
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Kepri Bintan,602599
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Central Sejahtera,602607
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Asia Sejahtera,602685
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Dana Prima Mandiri,602733
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Asli Dana Mandiri,602746
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Dana Mulia Sejahtera,602748
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Barelang Mandiri,600811
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Pundi Masyarakat,600829
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Kencana Graha,600883
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Sejahtera Batam,600908
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Artha Prima Perkasa,600913
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Nusantara,601118
Provinsi Kep. Riau,Kota Batam,PT BPR Lesca Dana Batam,601269
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Banda Raya,602072
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Nagoya,602541
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat LSE Manggala,602558
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Putra Batam,602590
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Danamas Simpan Pinjam,602595
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Kepri Batam,602598
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Agra Dhana,602600
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Kintamas Mitra Dana,602602
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Indobaru Finansia,602614
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Harapan Bunda Batam,602618
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Global Mentari,602619
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Fanindo,602620
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Ukabima Mitra Dana,602623
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Sinergi Utama,602625
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Putra,602630
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Makmur,602631
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Central Kepri,602644
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Central Mulia,602646
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Majesty Golden Raya,602647
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Dana Mitra Utama,602675
Provinsi Kep. Riau,Kota Batam,PT Bank Perekonomian Rakyat Satya Mitra Andalan,602688
Provinsi Lampung,Kab. Lampung Selatan,PT Bank Perekonomian Rakyat Danamaster Bahtera,601112
Provinsi Lampung,Kab. Lampung Selatan,PT Bank Perekonomian Rakyat Tahuan Ganda,602025
Provinsi Lampung,Kab. Lampung Tengah,PT Bank Perekonomian Rakyat Bahtera Artha Jaya,601288
Provinsi Lampung,Kab. Lampung Tengah,PT Bank Perekonomian Rakyat Tataarta Swadaya,602028
Provinsi Lampung,Kab. Lampung Tengah,PT Bank Perekonomian Rakyat Tara Dharma Artha,602645
Provinsi Lampung,Kab. Lampung Utara,PT Bank Perekonomian Rakyat Bungamayang Agroloka,601114
Provinsi Lampung,Kab. Tulang Bawang,PT. BPR Cempaka Mitra Usaha,602642
Provinsi Lampung,Kab. Lampung Timur,PT Bank Perekonomian Rakyat Labuhan Dana Sentosa,600273
Provinsi Lampung,Kab. Lampung Timur,PT Bank Perekonomian Rakyat Lipatganda,602021
Provinsi Lampung,Kab. Lampung Timur,PT Bank Perekonomian Rakyat Fajar Warapastika,602022
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Tjandra Artha Lestari,600046
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Langgenglestari Bersama,600084
Provinsi Lampung,Kota Bandar Lampung,PT. BPR Trisurya Bumindo,600772
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Citra Dana Mandiri,600835
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Inti Dana Sentosa,600911
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Adji Caka,601108
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Waway Lampung (Perseroda),601110
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Swadaya Anugerah Utama,601111
Provinsi Lampung,Kota Bandar Lampung,PT. BPR Dhana Sewu,602023
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Lampung Bina Sejahtera,602026
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Arta Kedaton Makmur,602027
Provinsi Lampung,Kota Bandar Lampung,PT BPR TRISURYA BUMINDO,602243
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Budi Intidana Sentosa,602571
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Utomo Manunggal Sejahtera Lampung,602582
Provinsi Lampung,Kota Bandar Lampung,PT BPR Mitra Agro Usaha,602641
Provinsi Lampung,Kota Bandar Lampung,PT Bank Perekonomian Rakyat Dana Selaras Sentosa,602719
Provinsi Lampung,Kota Metro,PT Bank Perekonomian Rakyat Cipta Dana Mulia,600124
Provinsi Lampung,Kota Metro,PT Bank Perekonomian Rakyat Eka Bumi Artha,601109
Provinsi Kalimantan Selatan,Kab. Banjar,PT. BPR Simpang Empat Banjar Sejahtera,600234
Provinsi Kalimantan Selatan,Kab. Banjar,PT. BPR Sungai Tabuk Banjar Sejahtera,600235
Provinsi Kalimantan Selatan,Kab. Banjar,PT Bank Perekonomian Rakyat Multidhana Bersama,600265
Provinsi Kalimantan Selatan,Kab. Banjar,PT Bank Perekonomian Rakyat Martapura Banjar Sejahtera Perseroda,600290
Provinsi Kalimantan Selatan,Kab. Banjar,PT. BPR Astambul Banjar Sejahtera,600292
Provinsi Kalimantan Selatan,Kab. Banjar,PT Bank Perekonomian Rakyat Kredit Mandiri Kalsel,600864
Provinsi Kalimantan Selatan,Kab. Banjar,PT Bank Perekonomian Rakyat Mitratama Arthabuana,601123
Provinsi Kalimantan Selatan,Kab. Banjar,PT Bank Perekonomian Rakyat Azaz Andifa,602007
Provinsi Kalimantan Selatan,Kab. Tanah Laut,PT Bank Perekonomian Rakyat Tanah Laut,602709
Provinsi Kalimantan Selatan,Kab. Tapin,PT Bank Perekonomian Rakyat Tapin Sejahtera Perseroda,600228
Provinsi Kalimantan Selatan,Kab. Tapin,PT. BPR Tapin Tengah Mandiri Sejahtera,600229
Provinsi Kalimantan Selatan,Kab. Tapin,PT BPR Binuang Mandiri Sejahtera,600231
Provinsi Kalimantan Selatan,Kab. Tapin,PT. BPR Candi Laras Utara Mandiri Sejahtera,600232
Provinsi Kalimantan Selatan,Kab. Tapin,PT. BPR Tapin Utara Mandiri Sejahtera,600296
Provinsi Kalimantan Selatan,Kab. Hulu Sungai Selatan,PT Bank Perekonomian Rakyat Hulu Sungai Selatan Perseroda,600298
Provinsi Kalimantan Selatan,Kab. Hulu Sungai Tengah,PT. BPR Hulu Sungai Tengah,600294
Provinsi Kalimantan Selatan,Kab. Hulu Sungai Utara,PT BPR Telaga Silaba Amuntai Selatan,600223
Provinsi Kalimantan Selatan,Kab. Hulu Sungai Utara,PT Bank Perekonomian Rakyat Candi Agung Amuntai,600224
Provinsi Kalimantan Selatan,Kab. Hulu Sungai Utara,PT. BPR Sungai Turak Amuntai Utara,600226
Provinsi Kalimantan Selatan,Kab. Hulu Sungai Utara,PT. BPR Alabio Sungai Pandan,600302
Provinsi Kalimantan Selatan,Kab. Barito Kuala,PT. BPR Batola,602734
Provinsi Kalimantan Selatan,Kab. Kota Baru,PT Bank Perekonomian Rakyat Bank Kotabaru Perseroda,602698
Provinsi Kalimantan Selatan,Kab. Tabalong,PT BPR Tabalong Bersinar,600304
Provinsi Kalimantan Selatan,Kab. Tabalong,PT. BPR Tabalong Bersinar Kelua,600306
Provinsi Kalimantan Selatan,Kab. Tabalong,PT. BPR Tabalong Bersinar Muara Uya,600308
Provinsi Kalimantan Selatan,Kab. Balangan,PT BPR Sanggam Cipta Sejahtera Balangan,602697
Provinsi Kalimantan Selatan,Kota Banjarmasin,PT Bank Perekonomian Rakyat Danapermata Lestari,601987
Provinsi Kalimantan Selatan,Kota Banjarbaru,PT BPR Gawisabumi Mandarsari,601984
Provinsi Kalimantan Barat,Kab. Mempawah (d/h Kab. Pontianak),PT Bank Perekonomian Rakyat Pancur Banua Khatulistiwa,601985
Provinsi Kalimantan Barat,Kab. Sambas,PT. BPR Tebas Lokarizki,601947
Provinsi Kalimantan Barat,Kab. Sanggau,PT Bank Perekonomian Rakyat Dana Sanggau Mandiri,600892
Provinsi Kalimantan Barat,Kab. Sanggau,PT Bank Perekonomian Rakyat Mitra Primalestari,602066
Provinsi Kalimantan Barat,Kab. Sintang,PT Bank Perekonomian Rakyat Tritunggal,602720
Provinsi Kalimantan Barat,Kab. Kubu Raya,PT Bank Perekonomian Rakyat Lokadana Sentosa,601122
Provinsi Kalimantan Barat,Kab. Kubu Raya,PT Bank Perekonomian Rakyat Cahaya Wiraputra,601986
Provinsi Kalimantan Barat,Kab. Kubu Raya,PT Bank Perekonomian Rakyat Dana Tirtaraya,601988
Provinsi Kalimantan Barat,Kota Pontianak,PT. BPR Universal Kalbar,600059
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Perdana Lintas Khatulistiwa,600809
Provinsi Kalimantan Barat,Kota Pontianak,Perumda BPR Khatulistiwa Pontianak,601121
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Centradana Kapuas,601126
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Prima Multi Makmur,602074
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Cemerlang Kapuas Makmur,602464
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Sukadana Prima,602543
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Andalan Favorit Perdana,602547
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Dana Wira Buana,602659
Provinsi Kalimantan Barat,Kota Pontianak,PT. BPR Ukabima Khatulistiwa Pontianak,602686
Provinsi Kalimantan Barat,Kota Pontianak,PT Bank Perekonomian Rakyat Cahaya Khatulistiwa Sejahtera,602707
Provinsi Kalimantan Barat,Kota Pontianak,PT BPR Duta Niaga,602732
Provinsi Kalimantan Barat,Kota Singkawang,PT. BPR Sambas Arta,601989
Provinsi Kalimantan Barat,Kota Singkawang,PT BPR Panca Arta Graha,602588
Provinsi Kalimantan Timur,Kab. Kutai Kartanegara,PT BANK PEREKONOMIAN RAKYAT INGERTAD BANGUN UTAMA,601124
Provinsi Kalimantan Timur,Kab. Kutai Kartanegara,PT BANK PEREKONOMIAN RAKYAT BEPEDE KALTIM SEJAHTERA,602555
Provinsi Kalimantan Timur,Kab. Bulungan,PT BPR Bank Bulungan (Perseroda),602700
Provinsi Kalimantan Timur,Kab. Kutai Timur,PT BANK PEREKONOMIAN RAKYAT KUTAI TIMUR,602550
Provinsi Kalimantan Timur,Kota Samarinda,PT BANK PEREKONOMIAN RAKYAT ARTHA KARYA PERDANA,600865
Provinsi Kalimantan Timur,Kota Samarinda,PT Bank Perekonomian Rakyat Kredit Mandiri Kalimantan Timur,600930
Provinsi Kalimantan Timur,Kota Samarinda,PT Bank Perekonomian Rakyat Ronggolawe,601130
Provinsi Kalimantan Timur,Kota Samarinda,PT BANK PEREKONOMIAN RAKYAT BANK SAMARINDA,602067
Provinsi Kalimantan Timur,Kota Samarinda,PT BANK PEREKONOMIAN RAKYAT DANAFLASH KALIMANTAN TIMUR,602085
Provinsi Kalimantan Timur,Kota Samarinda,PT Bank Perekonomian Rakyat Sekar Kalimantan Timur,602460
Provinsi Kalimantan Timur,Kota Samarinda,PT Bank Perekonomian Rakyat Bangun Permata Karsa,602565
Provinsi Kalimantan Timur,Kota Balikpapan,PT BANK PEREKONOMIAN RAKYAT RONABASA,600801
Provinsi Kalimantan Timur,Kota Tarakan,PT BANK PEREKONOMIAN RAKYAT DANAFAST KALIMANTAN UTARA,602749
Provinsi Kalimantan Timur,Kota Bontang,PT Bank Perekonomian Rakyat Paro Tua,600791
Provinsi Kalimantan Timur,Kota Bontang,PT Bank Perekonomian Rakyat Dhanarta Dwiprima Kota Bontang,601125
Provinsi Kalimantan Timur,Kota Bontang,PT Bank Perekonomian Rakyat Bontang,602624
Provinsi Kalimantan Tengah,Kab. Kotawaringin Barat,PT. BPR Lingga Sejahtera,601990
Provinsi Kalimantan Tengah,Kab. Kotawaringin Barat,Perumda BPR Marunting Sejahtera,602611
Provinsi Kalimantan Tengah,Kab. Kotawaringin Barat,PT. BPR Pelangi,602692
Provinsi Kalimantan Tengah,Kab. Kotawaringin Timur,PT. BPR Ukabima Prima,601031
Provinsi Kalimantan Tengah,Kab. Sukamara,PT. BPR Artha Sukma,602691
Provinsi Kalimantan Tengah,Kab. Lamandau,PT. BPR Sampuraga Cemerlang (Perseroda),602754
Provinsi Sulawesi Tengah,Kab. Poso,PT Bank Perekonomian Rakyat Yaspis Dana Prima,602601
Provinsi Sulawesi Tengah,Kab. Parimo/Banggai,PT. BPR Mitra Niaga Banggai,600859
Provinsi Sulawesi Tengah,Kab. Parigi Moutong,PT Bank Perekonomian Rakyat Binarta Luhur,600063
Provinsi Sulawesi Tengah,Kab. Parigi Moutong,PT. BPR Akarumi,601920
Provinsi Sulawesi Tengah,Kota Palu,PT. BPR Palu Lokadana Utama,601882
Provinsi Sulawesi Tengah,Kota Palu,PT Bank Perekonomian Rakyat Sulawesi Karya Sentosa,602539
Provinsi Sulawesi Tengah,Kota Palu,PT Bank Perekonomian Rakyat Palu Anugerah,602542
Provinsi Sulawesi Tengah,Kota Palu,PT Bank Perekonomian Rakyat Sulawesi Mitra Abadi,602622
Provinsi Sulawesi Tengah,Kota Palu,PT Bank Perekonomian Rakyat Prima Artha Sejahtera,602626
Provinsi Sulawesi Selatan,Kab. Gowa,PT Bank Perekonomian Rakyat Pataru Laba,600833
Provinsi Sulawesi Selatan,Kab. Gowa,Koperasi BPR Abang Pasar,601146
Provinsi Sulawesi Selatan,Kab. Bone,PT Bank Perekonomian Rakyat Suar Data,600831
Provinsi Sulawesi Selatan,Kab. Tana Toraja,PT Bank Perekonomian Rakyat Tritama Abadi Mengkendek,601912
Provinsi Sulawesi Selatan,Kab. Tana Toraja,PT Bank Perekonomian Rakyat Capta Mulia Abadi,601918
Provinsi Sulawesi Selatan,Kab. Maros,PT. BPR Dana Niaga Mandiri,600034
Provinsi Sulawesi Selatan,Kab. Selayar,PT Bank Perekonomian Rakyat Pesisir Tanadoang,602579
Provinsi Sulawesi Selatan,Kab. Takalar,PT Bank Perekonomian Rakyat Gerbang Masa Depan,600049
Provinsi Sulawesi Selatan,Kab. Pangkajene Kepulauan,Perumda BPR Citra Mas,602562
Provinsi Sulawesi Selatan,Kab. Luwu Timur (d/h Luwu Selatan),PT Bank Perekonomian Rakyat Unhas,600890
Provinsi Sulawesi Selatan,Kab. Toraja Utara,PT Bank Perekonomian Rakyat Bank Toraya,601943
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Sulawesi Mandiri,600823
Provinsi Sulawesi Selatan,Kota Makassar,PT. BPR Batara Wajo,600916
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Kota Makassar Perseroda,601148
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Taruna Jujur Sakti,601149
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Sulawesi Danajaya,601904
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Kredit Mandiri Sulawesi Selatan Sejahtera,601911
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Alinma,601944
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Hasamitra,602070
Provinsi Sulawesi Selatan,Kota Makassar,PT Bank Perekonomian Rakyat Dian Artha Nusa,602662
Provinsi Sulawesi Selatan,Kota Makassar,PT. BPR Indotama UKM Sulawesi,602699
Provinsi Sulawesi Selatan,Kota Makassar,PT BPR Modern Express Sulawesi Selatan,602755
Provinsi Sulawesi Utara,Kab. Minahasa,PT Bank Perekonomian Rakyat Paro Laba,600803
Provinsi Sulawesi Utara,Kab. Bolaang Mongondow,PT Bank Perekonomian Rakyat Citra Dumoga,601916
Provinsi Sulawesi Utara,Kab. Minahasa Utara,PT Bank Perekonomian Rakyat Arya Bira Karsa,601919
Provinsi Sulawesi Utara,Kab. Minahasa Utara,PT Bank Perekonomian Rakyat Mapalus Tumetenden,601932
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Nusa Utara,600148
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Millenia,601142
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Prisma Dana,601924
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Juara Dana Abadi,601928
Provinsi Sulawesi Utara,Kota Manado,PT BPR Modern Express Sulut,601942
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Celebes Mitra Perdana,602573
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Dana Raya,602639
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Kredit Mandiri Celebes Sejahtera,602660
Provinsi Sulawesi Utara,Kota Manado,PT Bank Perekonomian Rakyat Mitra Dana Kawanua,602718
Provinsi Sulawesi Utara,Kota Kotamobagu,PT Bank Perekonomian Rakyat Arta Makmur Sejahtera,601141
Provinsi Sulawesi Utara,Kota Bitung,PT Bank Perekonomian Rakyat Danaku Mapan Lestari,602680
Provinsi Sulawesi Utara,Kota Tomohon,PT. BPR Artha Puspa Mulia,601139
Provinsi Sulawesi Utara,Kota Tomohon,PT. BPR Maesa Waya,601140
Provinsi Sulawesi Utara,Kota Tomohon,PT Bank Perekonomian Rakyat Kartika Matuari,601945
Provinsi Gorontalo,Kab. Gorontalo,PT Bank Perekonomian Rakyat Paro Dana,600841
Provinsi Gorontalo,Kota Gorontalo,PT. BPR Telaga Sinarcahaya,601995
Provinsi Gorontalo,Kota Gorontalo,PT Bank Perekonomian Rakyat Prisma Dana Gorontalo,602658
Provinsi Sulawesi Barat,Kab. Polewali Mandar,PT Bank Perekonomian Rakyat Yustima Polewali Mandar,601913
Provinsi Sulawesi Barat,Kab. Mamuju Utara,PT Bank Perekonomian Rakyat Agrimakmur Lestari,601147
Provinsi Sulawesi Tenggara,Kab. Buton,PT Bank Perekonomian Rakyat Bahteramas Buton (Perseroda),602724
Provinsi Sulawesi Tenggara,Kab. Buton,PT Bank Perekonomian Rakyat Bahteramas Buton Utara (Perseroda),602725
Provinsi Sulawesi Tenggara,Kab. Muna,PT Bank Perekonomian Rakyat Bahteramas Raha (Perseroda),602721
Provinsi Sulawesi Tenggara,Kab. Kolaka,PT. BPR Mustika Utama Kolaka,600797
Provinsi Sulawesi Tenggara,Kab. Kolaka,PT Bank Perekonomian Rakyat Hara Lata,600821
Provinsi Sulawesi Tenggara,Kab. Kolaka,PT Bank Perekonomian Rakyat Bahteramas Kolaka (Perseroda),602671
Provinsi Sulawesi Tenggara,Kab. Wakatobi,PT Bank Perekonomian Rakyat Bahteramas Wakatobi (Perseroda),602673
Provinsi Sulawesi Tenggara,Kab. Konawe,PT Bank Perekonomian Rakyat Bahteramas Konawe (Perseroda),602669
Provinsi Sulawesi Tenggara,Kab. Konawe Selatan,PT Bank Perekonomian Rakyat Bahteramas Konawe Selatan (Perseroda),602670
Provinsi Sulawesi Tenggara,Kab. Bombana,PT Bank Perekonomian Rakyat Bahteramas Bombana (Perseroda),602672
Provinsi Sulawesi Tenggara,Kab. Kolaka Utara,PT. BPR Bahteramas Kolaka Utara (Perseroda),602723
Provinsi Sulawesi Tenggara,Kab. Konawe Utara,PT. BPR Bahteramas Konawe Utara (Perseroda),602722
Provinsi Sulawesi Tenggara,Kota Bau-Bau,PT Bank Perekonomian Rakyat Rakyat Mandiri,600794
Provinsi Sulawesi Tenggara,Kota Bau-Bau,PT Bank Perekonomian Rakyat Bahteramas Baubau (Perseroda),602668
Provinsi Sulawesi Tenggara,Kota Kendari,PT BPR Modern Express Sultra,600028
Provinsi Sulawesi Tenggara,Kota Kendari,PT. BPR Sejahtera Kendari,600792
Provinsi Sulawesi Tenggara,Kota Kendari,PT Bank Perekonomian Rakyat Ganda Lata,600804
Provinsi Sulawesi Tenggara,Kota Kendari,PT Bank Perekonomian Rakyat Bahteramas Kendari (Perseroda),602667
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT Bank Perekonomian Rakyat Sowan Utama,600105
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT Bank Perekonomian Rakyat Ramot Ganda,601078
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT Bank Perekonomian Rakyat Wiranadi,601079
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT Bank Perekonomian Rakyat Danayasa,601080
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT. BPR Dana Master Surya,601833
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT. BANK PEREKONOMIAN RAKYAT NARPADA NUSA,601867
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT Bank Perekonomian Rakyat Abdi Warga Mulia,601868
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT Bank Perekonomian Rakyat Pesisir Layar Berkembang,602569
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PD. BPR NTB Lombok Barat,602654
Provinsi Nusa Tenggara Barat,Kab. Lombok Barat,PT. BANK PEREKONOMIAN RAKYAT DANA MASTER LOTARA,602758
Provinsi Nusa Tenggara Barat,Kab. Lombok Tengah,PT Bank Perekonomian Rakyat Tresna Niaga,600901
Provinsi Nusa Tenggara Barat,Kab. Lombok Tengah,PD. BPR NTB Lombok Tengah,602628
Provinsi Nusa Tenggara Barat,Kab. Lombok Timur,PT Bank Perekonomian Rakyat Segara Anak Kencana,601075
Provinsi Nusa Tenggara Barat,Kab. Lombok Timur,PT. BPR Samas,601076
Provinsi Nusa Tenggara Barat,Kab. Lombok Timur,PD. BPR NTB Lombok Timur,602629
Provinsi Nusa Tenggara Barat,Kab. Sumbawa,PT Bank Perekonomian Rakyat Lopokganda,601906
Provinsi Nusa Tenggara Barat,Kab. Sumbawa,PT Bank Perekonomian Rakyat Kabalong Abdi Swadaya,601907
Provinsi Nusa Tenggara Barat,Kab. Sumbawa,PT Bank Perekonomian Rakyat Samawa Kencana,601915
Provinsi Nusa Tenggara Barat,Kab. Sumbawa,PD BPR NTB Sumbawa,602633
Provinsi Nusa Tenggara Barat,Kab. Bima,PT.BPR BIMA ABDI SWADAYA,601908
Provinsi Nusa Tenggara Barat,Kab. Bima,PT. BANK PEREKONOMIAN RAKYAT PESISIR AKBAR,602566
Provinsi Nusa Tenggara Barat,Kab. Bima,PD. BPR NTB Bima,602657
Provinsi Nusa Tenggara Barat,Kab. Dompu,PD. BPR NTB Dompu,602656
Provinsi Nusa Tenggara Barat,Kab. Sumbawa Barat,PD. BPR NTB Sumbawa Barat,602682
Provinsi Nusa Tenggara Barat,Kab. Lombok Utara,PT. BPR Tanjung Abdi Swadaya,601081
Provinsi Nusa Tenggara Barat,Kota Mataram,PT Bank Perekonomian Rakyat NTB (Perseroda),600374
Provinsi Nusa Tenggara Barat,Kota Mataram,PT. BANK PEREKONOMIAN RAKYAT PITIH GUMARANG,600781
Provinsi Nusa Tenggara Barat,Kota Mataram,PT Bank Perekonomian Rakyat Prima Nadi,601909
Provinsi Nusa Tenggara Barat,Kota Mataram,PT Bank Perekonomian Rakyat Mitra Harmoni Mataram,602652
Provinsi Nusa Tenggara Barat,Kota Mataram,PT Bank Perekonomian Rakyat Graha Lestari,602687
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Bank Buleleng 45 (Perseroda),600997
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Indra Candra,600998
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Nusamba Kubutambahan,601020
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Adi Jaya Mulia,601029
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Nur Abadi,601043
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Suryajaya Kubutambahan,601825
Provinsi Bali,Kab. Buleleng,PT Bank Perekonomian Rakyat Kanaya,601857
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Dana Karya Nusa,600940
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Sari Dananiaga,600996
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Harta Mulia,601002
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Amerta Sari,601003
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Penebel,601007
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Sedana Murni,601012
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Sedana Yasa,601013
Provinsi Bali,Kab. Tabanan,PT. BPR Karunia Dewata,601016
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Bunga Sutra Mas,601032
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Artha Adyamurthi,601057
Provinsi Bali,Kab. Tabanan,PT. BPR Sewu Bali,601058
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Restu Dewata,601060
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Saudaraku,601061
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Prisma Bali,601063
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Bumi Prima Dana,601064
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Dharmawarga Utama,601068
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Jero Anom,601070
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Luhur Damai,601082
Provinsi Bali,Kab. Tabanan,PT. BPR Dewata Indobank,601839
Provinsi Bali,Kab. Tabanan,PT Bank Perekonomian Rakyat Arthabudaya,601847
