Provinsi,Kabupaten/Kota,Nama Bank,Kode Bank
Provinsi Jawa Barat,Kota Bandung,KOPERASI JASA BANK PEREKONOMIAN RAKYAT BARA UJUNGBERUNG,600184
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Bina Sono Artha,600190
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Vima,600193
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Karyajatnika Sadaya,600311
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Bina Maju Usaha,600765
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Ratna Artha Pusaka,600806
Provinsi Jawa Barat,Kota Bandung,PT BPR Utama Kita Mandiri,600838
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Tata Asia,601268
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Artha Mitra Kencana,601284
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Artha Niaga Finatama,601326
Provinsi Jawa Barat,Kota Bandung,PT. BPR Kop. Jawa Barat,601327
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Nata Citraperdana,601329
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Permata Dhanawira,601340
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Mangun Pundiyasa,601343
Provinsi Jawa Barat,Kota Bandung,PT BPR Mutiara Artha Pratama,601344
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Parinama Simfoni Indonesia,601345
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Emasnusantara Sentosa,601346
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Lima Padma Mandiri,601347
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Mitra Parahyangan,601350
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Mulia Yuganta Indonesia,601351
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Mekar Adidana,601353
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Pundi Kencana Makmur,601363
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Sentral Investasi Prima,601791
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Karya Guna Mandiri,601891
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Citradana Rahayu,602000
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Gunadhana Mitrasembada,602051
Provinsi Jawa Barat,Kota Bandung,Perumda BPR Kota Bandung,602053
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Cemara Artha Pratama,602054
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Daya Lumbung Asia,602055
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Metro Asia Mandiri,602563
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Artha Karya Usaha,602612
Provinsi Jawa Barat,Kota Bogor,Perumda BPR Bank Kota Bogor,600019
Provinsi Jawa Barat,Kota Bogor,PT. BPR Sumber Ekonomi,600709
Provinsi Jawa Barat,Kota Bogor,PT Bank Perekonomian Rakyat Duta Pakuan Mandiri,601310
Provinsi Jawa Barat,Kota Bogor,PT. BPR Universal Jabar,601330
Provinsi Jawa Barat,Kota Bogor,PT Bank Perekonomian Rakyat Rama Ganda,601800
Provinsi Jawa Barat,Kota Bogor,PT. BPR Kujang Artha Sembada,601802
Provinsi Jawa Barat,Kota Bogor,PT BPR Supra Wahana Arta,602568
Provinsi Jawa Barat,Kota Sukabumi,Perumda BPR Kota Sukabumi,600176
Provinsi Jawa Barat,Kota Sukabumi,Perumda BPR Sukabumi,600271
Provinsi Jawa Barat,Kota Sukabumi,PT. BPR Bumitani Mandiri,600309
Provinsi Jawa Barat,Kota Cirebon,PT Bank Perekonomian Rakyat Artha Prima Inti,600097
Provinsi Jawa Barat,Kota Cirebon,PERUMDA BPR Bank Cirebon,600392
Provinsi Jawa Barat,Kota Cirebon,PT Bank Perekonomian Rakyat Triastra Sejahtera,600395
Provinsi Jawa Barat,Kota Cirebon,PT Bank Perekonomian Rakyat Arthia Sere,601360
Provinsi Jawa Barat,Kota Cirebon,PT Bank Perekonomian Rakyat Sumber Sibapudung,601365
Provinsi Jawa Barat,Kota Cirebon,PT Bank Perekonomian Rakyat Cahaya Fajar,602474
Provinsi Jawa Barat,Kota Tasikmalaya,PT. BPR Pola Dana,601337
Provinsi Jawa Barat,Kota Tasikmalaya,PT Bank Perekonomian Rakyat Banjar Arthasariguna,601352
Provinsi Jawa Barat,Kota Tasikmalaya,PT Bank Perekonomian Rakyat Artha Jaya Mandiri,602062
Provinsi Jawa Barat,Kota Tasikmalaya,PT Bank Perekonomian Rakyat Siliwangi Kota Tasikmalaya,602068
Provinsi Jawa Barat,Kota Tasikmalaya,PT Bank Perekonomian Rakyat Artha Galunggung Perseroda,602666
Provinsi Jawa Barat,Kota Cimahi,PT Bank Perekonomian Rakyat Tata Artha Sadaya,600134
Provinsi Jawa Barat,Kota Cimahi,PT Bank Perekonomian Rakyat Bumi Bandung Kencana,601335
Provinsi Jawa Barat,Kota Cimahi,PT BPR Kencana,601808
Provinsi Jawa Barat,Kota Cimahi,PT Bank Perekonomian Rakyat Danamasa Cimahi,601885
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Hasamitra Jawa Barat,600005
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Muliatama Dananjaya,600014
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Cibitung Permai,600064
Provinsi Jawa Barat,Kota Depok,PT BPR Mega Karsa Mandiri,600073
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Tridharma Depok,600080
Provinsi Jawa Barat,Kota Depok,PT. BPR Cinere Artha Raya,600100
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Panca Dana,600119
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Amara Madina Sejahtera,600147
Provinsi Jawa Barat,Kota Depok,PD. BPR LPK Sawangan,600599
Provinsi Jawa Barat,Kota Depok,PT BANK PEREKONOMIAN RAKYAT NARIBI PERKASA,601233
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Danaberkah Lestari,601241
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Artha Bersama,601245
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Karunia,601246
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Sukma Hitamajaya,601249
Provinsi Jawa Barat,Kota Depok,PT BANK PEREKONOMIAN RAKYAT BANTORU PERINTIS,601256
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Difobutama,601258
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Dana Lestari,601262
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Xen,601314
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Laksana Binacimanggis,601323
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Arthaguna Sejahtera,601466
Provinsi Jawa Barat,Kota Depok,PT. BPR Daya Perdana Nusantara,601467
Provinsi Jawa Barat,Kota Depok,PT. BPR Efita Dana Sejahtera,601809
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Tapeunadana,601977
Provinsi Jawa Barat,Kota Depok,PT BPR Fajar Artha Makmur,601996
Provinsi Jawa Barat,Kota Depok,PT BANK PEREKONOMIAN RAKYAT APTA SEJAHTERA,602003
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Brata Bhakti Sejahtera,602004
Provinsi Jawa Barat,Kota Depok,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Sembilan Belas,602031
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Siraya Karya Bakti,600016
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Sinar Terang,600021
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Pandanaran Jaya,600029
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Bringin Dana Sejahtera,600032
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Supradanamas,600042
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Ana Artha,600053
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Menaramas Mitra,600091
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Dana Pensiun Taspen,600111
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Ulima Djumpa Marom,600705
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Lugano,600707
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Multi Artha Mas Sejahtera,600869
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Depo Mitra Mandiri,600926
Provinsi Jawa Barat,Kota Bekasi,PT BANK PEREKONOMIAN RAKYAT LESTARI JABAR,601231
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Nasional Nusantara,601239
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Citra Bersada Abadi,601252
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Genades Putranindo,601255
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Danasari Persada,601263
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Karinamas Permai,601271
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Aditama Arta,601272
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Kranji Krida Sejahtera,601275
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Alsaba Prima,601281
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Arthasraya Sejahtera,601282
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Mitra Sejahtera Lestari,601290
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Hosing Jaya,601292
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Bina Dian Citra,601298
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Bekasi Binatanjung Makmur,601306
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Varia Centralartha,601308
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Arta Pundi Mekar,601309
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Dian Faraqo Gemilang,601316
Provinsi Jawa Barat,Kota Bekasi,PT BANK PEREKONOMIAN RAKYAT BINTARA PRATAMA SEJAHTERA,601317
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Sumber Artha Rahayu,601321
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Mitra Ekonomi Andalas,601794
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Danatama Indonesia,601805
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Bangun Solusi Bersama,601883
Provinsi Jawa Barat,Kota Bekasi,PT. BPR Bumibekasi Artha,601905
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Wingsati,602035
Provinsi Jawa Barat,Kota Bekasi,PT Bank Perekonomian Rakyat Karya Bakti Sejahtera,602591
Provinsi Jawa Barat,Kab. Pangandaran,Perumda BPR BKPD Cijulang,600332
Provinsi Jawa Barat,Kab. Pangandaran,Perumda BPR BKPD Pangandaran,600369
Provinsi Banten,Kab. Lebak,PD. BPR LPK Malingping,600607
Provinsi Banten,Kab. Lebak,PT BPR Lebak Sejahtera,600609
Provinsi Banten,Kab. Lebak,PD. BPR LPK Cipanas,600611
Provinsi Banten,Kab. Pandeglang,PT Bank Perekonomian Rakyat Amal Bhakti Sejahtera,600050
Provinsi Banten,Kab. Pandeglang,PT BPR Berkah (Perseroda),600613
Provinsi Banten,Kab. Serang,PT Bank Perekonomian Rakyat Serang (Perseroda),600343
Provinsi Banten,Kab. Serang,PT BANK PEREKONOMIAN RAKYAT LAMBANG GANDA,601362
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Marcorindo Perdana,600020
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Pusaka Dana,600035
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Ragam Peranmandiri,600047
Provinsi Banten,Kab. Tangerang,PT. BPR Lestari Banten,600079
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Aneka Danaraya,600082
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Gitamakmur Utama,600093
Provinsi Banten,Kab. Tangerang,PT BPR Sisibahari Dana,600101
Provinsi Banten,Kab. Tangerang,PT. BPR Matahari Artadaya,600106
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Kemuning Mitra Cemerlang,600144
Provinsi Banten,Kab. Tangerang,PT. BPR Makmur Merata,600152
Provinsi Banten,Kab. Tangerang,PT BPR EDCCASH,600266
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Kuta Bumi Sidomukti,600414
Provinsi Banten,Kab. Tangerang,PT. BPR Fidusia Civitas,601259
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Dassa,601261
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Cahaya Arthasejati,601265
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Vinski Mukti Arta,601295
Provinsi Banten,Kab. Tangerang,PT. BPR Cita Makmur Lestari,601304
Provinsi Banten,Kab. Tangerang,PT BPR Mandiri Berkarya Sentosa,601789
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Muara Sumber Dana,601899
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Prima Kredit Mandiri,601902
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Karya Prima Sentosa,602049
Provinsi Banten,Kab. Tangerang,PT BPR Surya Prima Persada,602063
Provinsi Banten,Kab. Tangerang,PT BPR ZAKA MITRA,602079
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Kerta Raharja Gemilang (Perseroda),602577
Provinsi Banten,Kab. Tangerang,PT Bank Perekonomian Rakyat Athena Surya Prima,602637
Provinsi Banten,Kota Cilegon,PT Bank Perekonomian Rakyat Lumbung Mekar Fortuna,600066
Provinsi Banten,Kota Cilegon,PT Bank Perekonomian Rakyat Laksana Binacilegon,601322
Provinsi Banten,Kota Cilegon,PT. BPR Cakra Dharma Arthamandiri,601790
Provinsi Banten,Kota Tangerang,PT. BPR Dana Niaga,600085
Provinsi Banten,Kota Tangerang,Bank Perekonomian Rakyat Hariarta Sedana,600089
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Ragasakti,600313
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Darbeni Rizki,600316
Provinsi Banten,Kota Tangerang,BANK PEREKONOMIAN RAKYAT MAHKOTA ARTHA SEJAHTERA,600408
Provinsi Banten,Kota Tangerang,PT BANK PEREKONOMIAN RAKYAT MITRA NATAPALA,601143
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Pinang Artha,601144
Provinsi Banten,Kota Tangerang,Bank Perekonomian Rakyat Ciledug Dhana Semesta,601145
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Niaga Mandiri,601243
Provinsi Banten,Kota Tangerang,PT. BPR Multi Paramindo Abadi,601251
Provinsi Banten,Kota Tangerang,PT. BPR Timika Dinamika Sarana,601277
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Interskala Mandiri Sejahtera,601287
Provinsi Banten,Kota Tangerang,PT BPR ARTA JAKARTA,601291
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Kreo Lestari,601293
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Artadamas Mandiri,601299
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Rifi Maligi,601300
Provinsi Banten,Kota Tangerang,PT BANK PEREKONOMIAN RAKYAT BUMIDHANA,601312
Provinsi Banten,Kota Tangerang,PT. BPR Lumasindo Perkasa Putra,601318
Provinsi Banten,Kota Tangerang,PT BPR BERLIAN SEJATI,602078
Provinsi Banten,Kota Tangerang,PT BPR PALAPA NUSARAYA,602080
Provinsi Banten,Kota Tangerang,PT Bank Perekonomian Rakyat Magga Jaya Utama,602469
Provinsi Banten,Kota Tangerang,PT BPR Vox Modern Danamitra,602603
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Berkat Artha Melimpah,600009
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Akasia Mas,600017
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Universal,600062
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Artha Jaya Natapala,600127
Provinsi Banten,Kota Tangerang Selatan,PT BPR Bintang Ekonomi Sejahtera,600150
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Rizky Barokah,600239
Provinsi Banten,Kota Tangerang Selatan,PT BANK PEREKONOMIAN RAKYAT MARENSABANK,601234
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Dua Belas,601280
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Central Artha Rezeki,601285
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Sehat Sejahtera,601301
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Laksana Lestariserpong,601325
Provinsi Banten,Kota Tangerang Selatan,PT. BPR Makmur Artha Sedaya,601803
Provinsi Banten,Kota Tangerang Selatan,PT BPR Luna Sinar Indonesia,601887
Provinsi Banten,Kota Tangerang Selatan,PT Bank Perekonomian Rakyat Prima Sejahtera,602706
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Dana Usaha,600010
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Daya Arta,600012
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Koperindo Jaya,600026
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Multi Sembada Dana,600048
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Bank Sinpo,600278
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Mitra Dana Utama,600768
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Kartini,600822
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Banksar Dana Loka,600843
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Bahana Ekonomi Sentosa,600906
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Brilian Investama,601247
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Sarana Utama Multidana,601260
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Artharindo,601270
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Gamon,601302
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Bahtera Masyarakat,601999
Provinsi DKI Jakarta,Wil. Kota Jakarta Pusat,PT Bank Perekonomian Rakyat Rasyid,602606
Provinsi DKI Jakarta,Wil. Kota Jakarta Utara,PT Bank Perekonomian Rakyat Olympindo Sejahtera,600816
Provinsi DKI Jakarta,Wil. Kota Jakarta Utara,PT Bank Perekonomian Rakyat Lesca Dana Jakarta,601283
Provinsi DKI Jakarta,Wil. Kota Jakarta Utara,PT Bank Perekonomian Rakyat Wongso Dana Prima,601769
Provinsi DKI Jakarta,Wil. Kota Jakarta Utara,PT Bank Perekonomian Rakyat Tata Karya Indonesia,602576
Provinsi DKI Jakarta,Wil. Kota Jakarta Utara,PT Bank Perekonomian Rakyat Bina Dana Cakrawala,602580
Provinsi DKI Jakarta,Wil. Kota Jakarta Barat,PT Bank Perekonomian Rakyat Puspita Sari,600037
Provinsi DKI Jakarta,Wil. Kota Jakarta Barat,PT Bank Perekonomian Rakyat Lestari Jakarta,601266
Provinsi DKI Jakarta,Wil. Kota Jakarta Barat,PT Bank Perekonomian Rakyat Anugerah Artasentosa Prima,601792
Provinsi DKI Jakarta,Wil. Kota Jakarta Selatan,PT. BPR Pesona Letris Pratama,600008
Provinsi DKI Jakarta,Wil. Kota Jakarta Selatan,PT Bank Perekonomian Rakyat Bina Dana Swadaya,600044
Provinsi DKI Jakarta,Wil. Kota Jakarta Selatan,PT Bank Perekonomian Rakyat Intidana Sukses Makmur,600845
Provinsi DKI Jakarta,Wil. Kota Jakarta Selatan,PT. BPR Nova Trijaya,600861
Provinsi DKI Jakarta,Wil. Kota Jakarta Selatan,PT Bank Perekonomian Rakyat Artatama Sejahtera,601133
Provinsi DKI Jakarta,Wil. Kota Jakarta Selatan,PT BPR Nova Trijaya,602281
Provinsi DKI Jakarta,Wil. Kota Jakarta Timur,PT Bank Perekonomian Rakyat Metropolitan Putra,600068
Provinsi DKI Jakarta,Wil. Kota Jakarta Timur,PT Bank Perekonomian Rakyat Haneda Mitra Usaha,600903
Provinsi DKI Jakarta,Wil. Kota Jakarta Timur,PT Bank Perekonomian Rakyat Dana Mitra Indonesia,602717
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Nusantara Artha Makmur,600004
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Kurnia Sewon,600051
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Bank Bantul (Perseroda),600719
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Nusamba Banguntapan,600734
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Profidana Paramitra,600738
Provinsi D.I. Yogyakarta,Kab. Bantul,PT. BPR Arga Tata,600742
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Artha Parama,601386
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Lestari Jogja,601415
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Ambarketawang Persada,601447
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Kartikaartha Kencanajaya,601452
Provinsi D.I. Yogyakarta,Kab. Bantul,PT BPR Swadharma Artha Nusa,601895
Provinsi D.I. Yogyakarta,Kab. Bantul,PT BPR Sejahtera Arthatama Mandiri,601896
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Arum Mandiri Kenanga,601981
Provinsi D.I. Yogyakarta,Kab. Bantul,PT Bank Perekonomian Rakyat Chandra Muktiartha,602043
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Universitas Gadjah Mada,600153
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Bhakti Daya Ekonomi,600715
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Bank Sleman (Perseroda),600725
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Shinta Daya,600731
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Natasha Bintang Anugrah,600737
Provinsi D.I. Yogyakarta,Kab. Sleman,PT. BPR Danagung Bakti,600739
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Nusumma Jogja,600740
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Wijaya Mulya Sentosa,600744
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Bhumikarya Pala,600746
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Danagung,600748
Provinsi D.I. Yogyakarta,Kab. Sleman,PT. BPR Restu Mandiri Makmur,600750
Provinsi D.I. Yogyakarta,Kab. Sleman,PT. BPR Danagung Abadi,600825
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Artajaya Bhaktimulia,601373
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Berlian Bumi Arta,601380
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Arta Agung Yogyakarta,601383
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Dana Berkah Pusakatama,601387
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Suriyah Yogyakarta,601408
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Gampingartha Raya,601419
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Mlatipundi Artha,601426
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Alto Makmur,601431
Provinsi D.I. Yogyakarta,Kab. Sleman,PT. BPR Arta Yogyakarta,601433
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Artha Mlatiindah,601435
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Danamas Prima,601436
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Karangwaru,601898
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Panca Arta Monjali,601979
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Artha Sumber Arum,601983
Provinsi D.I. Yogyakarta,Kab. Sleman,PT Bank Perekonomian Rakyat Bank Mulya Sejahtera,602044
Provinsi D.I. Yogyakarta,Kab. Sleman,PT BPR Restu Artha Yogyakarta,602756
Provinsi D.I. Yogyakarta,Kab. Gunung Kidul,PT Bank Perekonomian Rakyat Ukabima Nindya Raharja,600090
Provinsi D.I. Yogyakarta,Kab. Gunung Kidul,PT Bank Perekonomian Rakyat Bank Daerah Gunungkidul (Perseroda),600721
Provinsi D.I. Yogyakarta,Kab. Gunung Kidul,PT. BPR Agra Arthaka Mulya,601980
Provinsi D.I. Yogyakarta,Kab. Gunung Kidul,PT Bank Perekonomian Rakyat Arum Mandiri Melati,601982
Provinsi D.I. Yogyakarta,Kab. Kulon Progo,PT Bank Perekonomian Rakyat Bank Shinta Putra,600003
Provinsi D.I. Yogyakarta,Kab. Kulon Progo,PT Bank Perekonomian Rakyat Bank Kulon Progo (Perseroda),600723
Provinsi D.I. Yogyakarta,Kab. Kulon Progo,PT Bank Perekonomian Rakyat Nusamba Temon,600736
Provinsi D.I. Yogyakarta,Kota Yogyakarta,PT Bank Perekonomian Rakyat Madani Sejahtera Abadi,600717
